system:index,area,class_id,file,territory,year,.geo
9_0_0,1.1257545252570285E7,3,mapbiomas_collection70_integration_v2,1,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_1,3.476221941241442E7,4,mapbiomas_collection70_integration_v2,1,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_2,61727.331660943055,5,mapbiomas_collection70_integration_v2,1,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_3,13152.065416064544,9,mapbiomas_collection70_integration_v2,1,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_4,2015331.7839717895,11,mapbiomas_collection70_integration_v2,1,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_5,6789938.655717461,12,mapbiomas_collection70_integration_v2,1,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_6,4053470.6585139814,15,mapbiomas_collection70_integration_v2,1,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_7,290.60340549926764,20,mapbiomas_collection70_integration_v2,1,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_8,2404716.9297574237,21,mapbiomas_collection70_integration_v2,1,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_9,100667.61822162836,23,mapbiomas_collection70_integration_v2,1,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_10,69038.41320502938,24,mapbiomas_collection70_integration_v2,1,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_11,230407.3882271649,25,mapbiomas_collection70_integration_v2,1,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_12,18262.074948712176,29,mapbiomas_collection70_integration_v2,1,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_13,443.16105670165933,30,mapbiomas_collection70_integration_v2,1,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_14,338.78410868530244,31,mapbiomas_collection70_integration_v2,1,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_15,7547.328753839157,32,mapbiomas_collection70_integration_v2,1,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
